"ID","tag_image","respect","name","leader","age","tag","co_leader","capacity","members","rank","division","level","position","wins","leader_name","co_leader_name","leader_last_action"
24885,"24885-48478.png",0,"Ultimatum",585845,4065,"~UL~",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
25061,"25061-2575.png",0,"HELL",771805,4052,"HELL",0,40,0,"Unranked",0,1,0,0,NA,NA,NA
25064,"25064-0.png",0,"The Vanilla Squid",1335757,4052,"VS",0,30,0,"Unranked",0,1,0,0,NA,NA,NA
25506,"25506-21680.png",0,"-Hgt-",305019,4008,"Hgt",0,50,0,"Unranked",0,1,0,0,NA,NA,NA
25738,"25738-0.png",0,"SOA",176552,3987,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
26219,"26219-0.png",0,"AwEsOmE pLaYeRs",1593622,3935,"GTA",0,50,0,"Unranked",0,1,0,0,NA,NA,NA
26506,"26506-0.png",0,"BullDog",1134787,3908,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
27361,"27361-0.png",0,"Placeholder",255745,3827,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
28618,"28618-0.png",0,"Bio",458173,3713,"BIO-",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
28976,"28976-0.png",0,"Julek team",71722,3686,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
29161,"29161-16830.png",0,"Antifa Hooligans",198551,3669,"AH",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
31294,"31294-0.png",0,"Soda",1005356,3390,"-RO-",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
31513,"31513-0.png",0,"Night Hawks",198711,3330,"N-H",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
32447,"32447-0.png",0,"Rangingmaniacs Bank",1519878,3243,"R~B",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
32776,"32776-15400.png",0,"GenericFactionName",281480,3211,"GFN",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
33175,"33175-3581.png",0,"Reaper Family",2414099,3168,"REAP",0,20,0,"Unranked",0,1,0,0,NA,NA,NA
33725,"33725-89273.png",0,"Chaotic",680910,3112,"C",0,30,0,"Unranked",0,1,0,0,NA,NA,NA
34257,"34257-0.png",0,"Mariachi's",634378,3045,"MCHI",0,50,0,"Unranked",0,1,0,0,NA,NA,NA
34571,"34571-40366.png",0,"Geox",344923,3010,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
34634,"34634-0.png",0,"TheVault",721796,3001,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
34776,"34776-0.png",0,"SUZY-Q",208950,2985,"",0,25,0,"Unranked",0,1,0,0,NA,NA,NA
35007,"35007-0.png",0,"That Suit Suits You Sir",1536309,2950,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
35176,"35176-0.png",0,"King'sLay",1798567,2923,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
35191,"35191-22600.png",0,"Nefa.rious",1279094,2921,"NEF",0,20,0,"Unranked",0,1,0,0,NA,NA,NA
35374,"35374-0.png",0,"Rollo's Recon element",1997029,2895,"RRE",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
35562,"35562-0.png",0,"Watiyatalkinabeet",1741984,2870,"BBW",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
35635,"35635-0.png",0,"Dominion",440861,2858,"DOM",0,30,0,"Unranked",0,1,0,0,NA,NA,NA
35729,"35729-7116.png",0,"The Leaf Smokers 420",1551515,2845,"420",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
35947,"35947-0.png",0,"Eaglets hideout",2698145,2814,"AD7S",0,20,0,"Unranked",0,1,0,0,NA,NA,NA
35985,"35985-13112.png",0,"Knuckle-Head",1089809,2810,"KhD",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
36025,"36025-0.png",0,"Perseverance",1772040,2806,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
36152,"36152-0.png",0,"Disney Monsters",175735,2794,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
36213,"36213-8003.png",0,"Land Grab",1850731,2787,"-LG-",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
36229,"36229-0.png",0,"Pandora's Box",349320,2784,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
36270,"36270-0.png",0,"VDhepC",849199,2779,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
36302,"36302-15745.png",0,"The Questionable Ones",1773082,2775,"?1s",0,25,0,"Unranked",0,1,0,0,NA,NA,NA
36320,"36320-0.png",0,"Game alone",32315,2773,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
36335,"36335-0.png",0,"pls mom 1 more hour",1746475,2770,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
36434,"36434-0.png",0,"Heaven'n'Earth",1428131,2757,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
36464,"36464-0.png",0,"The_Cave",1948203,2753,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
36480,"36480-0.png",0,"new bank of torncity",1266618,2751,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
36546,"36546-0.png",0,"Chip",1127284,2743,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
36583,"36583-0.png",0,"kelantan",596343,2738,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
36619,"36619-0.png",0,"Hall of the Mountain King",14906,2733,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
36718,"36718-0.png",0,"Bank 2.0",834176,2720,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
36772,"36772-0.png",0,"AKZ21",1309300,2713,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
36775,"36775-0.png",0,"Slash",1449712,2712,"SLSH",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
36778,"36778-0.png",0,"test123abc",1859926,2712,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
36804,"36804-0.png",0,"SmackCrackPot",384011,2708,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
36826,"36826-0.png",0,"slytherin",339341,2705,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
36845,"36845-0.png",0,"Whales",1314684,2703,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
36857,"36857-0.png",0,"Mega Collector",1296515,2700,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
36873,"36873-0.png",0,"0xBAADC0D3",300312,2698,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
36934,"36934-0.png",0,"KillerSquad",1445531,2685,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
36936,"36936-0.png",0,"Just a bank",10301,2685,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
36943,"36943-0.png",0,"The Common Room",2286174,2684,"TCR",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
36950,"36950-0.png",0,"LaCN Family",1628323,2683,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
37028,"37028-0.png",0,"Solo-dancing",589971,2671,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
37042,"37042-0.png",0,"Awarfa",1856543,2669,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
37043,"37043-0.png",0,"Axe Cap",538718,2669,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
37055,"37055-0.png",0,"ICO",605877,2667,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
37063,"37063-0.png",0,"Secret Assassins",107859,2666,"*SA*",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
37080,"37080-0.png",0,"jissertown",182146,2663,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
37086,"37086-0.png",0,"Jokers Crew",534446,2662,"Joke",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
37095,"37095-0.png",0,"We Cause Peril",1190181,2661,"",0,30,0,"Unranked",0,1,0,0,NA,NA,NA
37101,"37101-0.png",0,"Swarm",1343188,2660,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
37141,"37141-0.png",0,"To hold my pocket change",1410034,2654,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
37163,"37163-26825.png",0,"Gods",1762808,2651,"EP",0,20,0,"Unranked",0,1,0,0,NA,NA,NA
37180,"37180-0.png",0,"Nope",533828,2648,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
37194,"37194-0.png",0,"M-Rock",1995272,2646,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
37209,"37209-0.png",0,"Bee Bank",1804476,2644,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
37210,"37210-0.png",0,"MINLF",1775605,2643,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
37227,"37227-0.png",0,"Kykadia",1909108,2641,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
37247,"37247-0.png",0,"Yer Da Sells Avon",1726603,2639,"",0,30,0,"Unranked",0,1,0,0,NA,NA,NA
37261,"37261-0.png",0,"meeeem",1419469,2635,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
37267,"37267-0.png",0,"Fearless Force",1327342,2635,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
37273,"37273-14361.png",0,"Peace and Love",1957305,2633,"sfu",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
37296,"37296-0.png",0,"MyBank",1025037,2630,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
37315,"37315-0.png",0,"Syrus Temple",555181,2628,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
37329,"37329-0.png",0,"not grate",1516218,2626,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
37364,"37364-0.png",0,"Reborn Of Gamer",1596275,2621,"RoG",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
37396,"37396-0.png",0,"Shadow League",2134313,2617,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
37427,"37427-0.png",0,"DareFish",1938333,2614,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
37454,"37454-0.png",0,"Hertugens Faction",1123788,2610,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
37531,"37531-0.png",0,"Street Squad",1997602,2598,"",0,20,0,"Unranked",0,1,0,0,NA,NA,NA
37538,"37538-0.png",0,"No Pain No Gain",1815430,2598,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
37551,"37551-0.png",0,"Artificial",922495,2597,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
37572,"37572-0.png",0,"Heronymous",51299,2595,"HYR",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
37592,"37592-0.png",0,"Zombieland",509837,2592,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
37604,"37604-0.png",0,"Flatty",1561826,2590,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
37615,"37615-0.png",0,"Dungeon",1291439,2588,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
37630,"37630-0.png",0,"bank754",1822744,2586,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
37677,"37677-0.png",0,"Revolutionary Army",2086288,2579,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
37723,"37723-86878.png",0,"Soviet Union",2232961,2572,"USSR",0,20,0,"Unranked",0,1,0,0,NA,NA,NA
37737,"37737-0.png",0,"Le Banque",772350,2570,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
37753,"37753-0.png",0,"17 Seconds",48121,2567,"17s",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
37761,"37761-0.png",0,"BSAA",1375697,2566,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
37762,"37762-0.png",0,"Asrian",1532284,2566,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
37769,"37769-0.png",0,"Resolution",664627,2565,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
37771,"37771-0.png",0,".....",2358112,2565,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
37781,"37781-0.png",0,"xAJRodwell",1538914,2564,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
37807,"37807-0.png",0,"37807 ",2092597,2561,".",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
37830,"37830-66659.png",0,"Stone dead rollers",2386230,2558,"Puka",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
37833,"37833-0.png",0,"Kallu shap",1499950,2558,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
37850,"37850-0.png",0,"gt mafia",1569057,2555,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
37866,"37866-0.png",0,"bogus",46945,2550,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
37883,"37883-0.png",0,"Chalker Faction",502415,2548,"CO",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
37926,"37926-76204.png",0,"SAMSENG",1775600,2541,"ST",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
37953,"37953-0.png",0,"TBH",9798,2536,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
37972,"37972-0.png",0,"PMA",1410611,2533,"",0,20,0,"Unranked",0,1,0,0,NA,NA,NA
37978,"37978-0.png",0,"Kila",436307,2532,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
37986,"37986-0.png",0,"Bank only-please no war",1871256,2532,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
37992,"37992-0.png",0,"Oblivion's Vault",463227,2531,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
38005,"38005-0.png",0,"TheSith",1017126,2530,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
38025,"38025-79396.png",0,"24/7&#039;s Traders Union",2346600,2526,"24/7",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
38055,"38055-0.png",0,"Huhu",1624058,2522,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
38068,"38068-0.png",0,"Jeramiahh's Minions",83137,2521,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
38074,"38074-12373.png",0,"The Smug Muggers",1867559,2521,"EDX",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
38086,"38086-0.png",0,"Teh Heavy ones",1316680,2520,"def",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
38103,"38103-31390.png",0,"NavaultNapi",1174217,2517,"NVNP",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
38118,"38118-0.png",0,"Dont touch my balls",183587,2515,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
38136,"38136-0.png",0,"thykillall",766865,2512,"tka",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
38139,"38139-12553.png",0,"Traveling Crew",1998390,2512,"TC^2",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
38147,"38147-0.png",0,"Dio",556477,2510,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
38164,"38164-0.png",0,"jnkm,,",556183,2508,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
38170,"38170-0.png",0,"Diamond Dogs",1715784,2507,"DD",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
38178,"38178-0.png",0,"Big Crew On Campus",1947003,2506,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
38181,"38181-0.png",0,"The money makers",1892814,2506,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
38197,"38197-0.png",0,"Try Hard",1550306,2504,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
38200,"38200-0.png",0,"Rebellious",377690,2504,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
38214,"38214-0.png",0,"DOITINNAREALLIFE",1021104,2502,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
38215,"38215-0.png",0,"Ottoman Empire",1894665,2502,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
38216,"38216-0.png",0,"Damage Incorporated",1999760,2501,"DI",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
38220,"38220-56121.png",0,"The Midnight Riders",2455490,2501,"http",0,20,0,"Unranked",0,1,0,0,NA,NA,NA
38224,"38224-0.png",0,"Corporate Reserves LLC",2005566,2500,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
38239,"38239-0.png",0,"War Eagles 1.0",2078399,2498,"WAR",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
38264,"38264-0.png",0,"BlackIce",2088697,2494,"Ice",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
38274,"38274-0.png",0,"hello",2021274,2492,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
38284,"38284-0.png",0,"Brothers United",514905,2490,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
38326,"38326-50810.png",0,"Winterfell",1578143,2481,"WF",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
38330,"38330-0.png",0,"Abcdeggd",1368994,2480,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
38355,"38355-0.png",0,"Non Active",801636,2477,"NA",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
38390,"38390-45049.png",0,"Gangs of Saints",2046612,2471,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
38436,"38436-0.png",0,"Smooth Criminals OC only",2010968,2463,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
38465,"38465-0.png",0,"FOR sale cheap",2243079,2459,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
38479,"38479-0.png",0,"Enigma Tribe",2207711,2457,"ENGT",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
38500,"38500-0.png",0,"Always LvL 50",1147681,2455,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
38501,"38501-0.png",0,"Midnight Synergy",440210,2455,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
38516,"38516-0.png",0,"Santos",2151964,2452,"Raze",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
38519,"38519-0.png",0,"No Man's Land",223048,2451,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
38543,"38543-0.png",0,"Dreizehn Ziegen",1439598,2447,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
38558,"38558-78847.png",0,"ROCK BOTTOM",2873641,2444,"ROCK",0,25,0,"Unranked",0,1,0,0,NA,NA,NA
38562,"38562-0.png",0,"Lion's",1501676,2443,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
38565,"38565-8712.png",0,"39th Street Retired",872185,2443,"39th",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
38572,"38572-0.png",0,"Hydr4t3",2055314,2443,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
38573,"38573-0.png",0,"Deus vault!",1173193,2442,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
38574,"38574-0.png",0,"landwater _",1510080,2442,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
38622,"38622-0.png",0,"CC_SQUAD",2055529,2437,"CCMS",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
38628,"38628-0.png",0,"The Barbarians",2022705,2437,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
38678,"38678-0.png",0,"Ye ol Ranch",1803478,2430,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
38693,"38693-0.png",0,"WREAK HAVOC...on a budget",2055544,2427,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
38694,"38694-0.png",0,"The Beaters",2061543,2427,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
38711,"38711-0.png",0,"Political Idiots",578480,2425,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
38722,"38722-0.png",0,"The Real RockNRolla's",821637,2424,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
38728,"38728-0.png",0,"NorthWest Sideee",2060187,2423,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
38744,"38744-79514.png",0,"KW Business",1723616,2420,"KW B",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
38747,"38747-0.png",0,"Guns and pork",467174,2420,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
38749,"38749-0.png",0,"WINGS",1943474,2419,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
38750,"38750-0.png",0,"The Art of Teaching",2227384,2419,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
38765,"38765-0.png",0,"Apple Crumble",1857047,2418,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
38771,"38771-0.png",0,"nerve",1654620,2417,"7",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
38785,"38785-14948.png",0,"mai",2060431,2415,"mai",0,20,0,"Unranked",0,1,0,0,NA,NA,NA
38789,"38789-0.png",0,"Lane Gang",2395540,2415,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
38805,"38805-0.png",0,"Kim Squad",2053770,2412,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
38806,"38806-0.png",0,"Elite Squad",1896343,2412,"NOOB",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
38811,"38811-0.png",0,"RULER",1863481,2410,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
38845,"38845-0.png",0,"hkk",1181261,2406,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
38846,"38846-0.png",0,"Nerd's Bank",1682650,2406,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
38860,"38860-0.png",0,"ABRI",1673439,2404,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
38863,"38863-0.png",0,"NRJ",994677,2404,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
38864,"38864-0.png",0,"Mount Olympus",1394565,2404,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
38892,"38892-0.png",0,"Spartan",2087313,2398,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
38905,"38905-0.png",0,"Hitman",1798190,2396,"HITM",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
38936,"38936-22932.png",0,"Anti-War Protesters",1944901,2392,"AWP",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
38942,"38942-0.png",0,"Hamtini",627963,2391,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
38949,"38949-0.png",0,"BANKY",1024249,2389,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
38955,"38955-0.png",0,"ASSSSSD",1542249,2389,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
38964,"38964-0.png",0,"JFK-",1438592,2387,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
38992,"38992-0.png",0,"Baskug",691407,2382,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
38994,"38994-59236.png",0,"Kaioken",2066627,2382,"Ka!0",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
39007,"39007-0.png",0,"WEROBFORFUN",67712,2380,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
39014,"39014-0.png",0,"vills",1355940,2378,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
39020,"39020-58895.png",0,"The Syndicate",2149930,2376,"Syn",0,25,0,"Unranked",0,1,0,0,NA,NA,NA
39026,"39026-43445.png",0,"Infinite Retribution",1974902,2375,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
39032,"39032-0.png",0,"Shwe Mandalay",1997424,2374,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
39040,"39040-0.png",0,"Bonded By Blood",1980669,2372,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
39045,"39045-0.png",0,"Vikings",571371,2371,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
39083,"39083-0.png",0,"mispelllt Merica!",1954836,2366,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
39084,"39084-0.png",0,"ACEPORO",1203910,2366,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
39086,"39086-0.png",0,"TwistedEarth",2053502,2366,"MUD",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
39091,"39091-0.png",0,"Brothers in Arms",924177,2365,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
39096,"39096-0.png",0,"smurfs",995183,2365,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
39140,"39140-0.png",0,"Project Meme",2176316,2358,"MEME",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
39145,"39145-0.png",0,"Psychedelics",2003679,2357,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
39154,"39154-0.png",0,"Nite",586101,2356,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
39204,"39204-27401.png",0,"Gold Cloaks",1765316,2349,"",0,30,0,"Unranked",0,1,0,0,NA,NA,NA
39206,"39206-0.png",0,"The Squish Band",2087846,2348,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
39207,"39207-0.png",0,"Lawba",2002664,2348,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
39231,"39231-0.png",0,"The Park",1663951,2344,"TPRK",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
39249,"39249-2961.png",0,"Bad Apples",2230731,2341,"BA",0,40,0,"Unranked",0,1,0,0,NA,NA,NA
39271,"39271-0.png",0,"The New Order",2079691,2338,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
39279,"39279-12519.png",0,"Shinjuku Syndicate",1657376,2337,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
39281,"39281-0.png",0,"Wag one in a madem",609089,2336,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
39301,"39301-0.png",0,"Scotland",1558952,2333,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
