uid,name,level,la,fid,faction,rankedwarhits,attackswon,xantaken,useractivity,retals,boostersused,energydrinkused,specialammoused,dukecontractscompleted,refills,Stats,total
2008628,vitologarcia,66,1718874688,46692,Disruption,296,4554,180,2920751,0,36,28,4127,480,87,0,837712620
2008717,doneill,41,1718868066,48927,Halos Nasty,41,1800,305,3685236,0,106,41,0,208,233,0,31187140
2008729,Demo,99,1718844876,2736,Itsi Bitsi Bikini,336,8858,3802,4194785,18,488,1144,2310,688,877,0,3774681146
2008838,xyzz,85,1718867437,12893,Darkside,364,9390,4113,9134943,292,342,783,65,135,1344,0,4229848043
2008948,naomonster,69,1718867885,10913,Unbroken Silence,102,3884,1139,2461538,2,2,83,200,468,744,0,1133548465
2008978,heybaby,48,1718852634,15120,Wolf Pack Next Generation,73,7846,399,6076476,19,1,35,0,690,110,0,98684215
2009106,CarbonAra,100,1718854715,8706,Carbon,578,15547,5148,8888410,85,423,841,2447,177,1939,0,5717173669
2009144,Fishbum,100,1718878141,11428,Swiss Squad,972,14862,4469,13446359,128,485,713,24358,1021,2276,0,6309138167
2009486,S-E-A,65,1718877655,8076,Order Through Chaos,510,8854,3516,9065563,63,10,277,3437,46,1245,0,3434632838
2009563,Ph6nt0m,99,1718856895,31764,Band of Brothers,397,6125,5585,7330692,86,582,1257,1500,128,882,0,4556247811
2009984,Charles_Darwin,100,1718867617,10174,AQUA-Poseidon,149,14208,4854,5914161,51,395,1204,3126,538,2345,0,5857551251
2010062,Fishyfox,94,1718876634,21368,Escensio Incursus,1172,6495,2988,12875216,130,369,2354,9277,346,1232,0,2809255668
2010263,PinkPirat,51,1718866107,9032,Wolf Pack,165,5525,6334,3741966,8,17,130,0,113,1186,0,6048290102
2010310,Sp4wn,90,1718864818,366,Evolution,141,4046,3377,7419475,14,47,160,4150,73,1503,0,3722372545
2010438,Tardigrade,95,1718863852,2013,Subversive  Alliance,659,12880,3588,6479155,56,109,703,1410,336,1619,0,3632384072
2010440,TheMojzesz,100,1718868170,22781,The Wolverines,820,13174,2490,8558065,30,88,581,133,355,491,0,1618322563
2010524,Odin-All-Father,94,1718870674,6731,The Next Level,3448,8235,2616,22639746,144,328,3887,17070,357,969,0,2694546633
2010724,CrowsFitBin,50,1718875671,37450,Wargasm-DNA,404,1590,868,3457993,1,62,69,726,295,319,0,52249158
2010726,ShisoN,42,1718876191,14432,160th SOAR Night Stalkers,619,3140,584,1754160,0,76,18,0,348,311,0,35130088
2011067,Nova350,100,1718852346,10913,Unbroken Silence,245,12808,4271,11468303,123,82,39,1481,168,1786,0,4883321797
2011383,Eccentric,40,1718847672,16040,Winter is Coming,252,5765,1179,1512144,10,132,337,0,56,113,0,212916892
2011421,DarkTinman,65,1718862621,9036,The Black Pearl,101,3084,889,3022641,2,17,558,0,697,78,0,657740335
2011600,Bruman,100,1718872647,9032,Wolf Pack,541,15768,6924,16354853,173,400,5638,16738,592,2504,0,9173237634
2011867,FoolsRushIn,100,1718872243,8938,Arcadia,230,9309,4468,7889766,43,44,289,1000,876,867,0,3701668600
2011941,ihatedaycare,21,1718875024,26437,The Pagans,765,4497,80,8122143,14,31,330,10,801,19,0,1400937947
2012107,Lewiss,100,1718877856,12893,Darkside,2439,21932,5947,28135815,1614,750,5256,46751,501,2218,0,6603472571
2012143,-surely-,55,1718847800,44865,Clockwork Orange,245,3197,701,3451246,13,307,1,0,98,23,0,179104452
2012173,Alex_Cense,100,1718857614,37530,The Iron Retribution,381,25119,4674,12804267,97,158,1667,17418,1383,2176,0,4932572034
2012262,Smurfslayer,93,1718871179,6731,The Next Level,793,9316,135,5516620,55,124,1015,3657,332,1315,0,2933931811
2012358,Monkie,100,1718874279,27223,Little Stompers,2453,15734,6720,14016096,497,210,624,4615,601,2546,0,7317496904
2012366,dk86,86,1718866498,21716,The Covenant,444,11619,4260,8850102,92,638,398,0,293,503,0,3533805315
2012693,die_opfer,80,1718877457,47760,Ninjas In Rehab,1607,6128,1653,5433740,108,71,347,1025,501,591,0,816284856
2012719,SaintKrauss,95,1718861141,8317,Naughty Souls,663,8146,3217,4371615,50,285,582,4981,246,1169,0,3027482525
2012723,stare,100,1718858837,1117,Ascension,1103,15221,4258,31520952,186,701,1560,16046,584,1439,0,4393016677
2012777,BaconRiot,91,1718868460,26043,War Crimes,280,4395,4238,2545119,63,573,204,1764,170,2308,0,5243644797
2012844,monggi,78,1718850740,7935,Blue Rock Collective,740,6299,2359,4024628,17,323,1,0,155,930,0,1968815262
2012929,Sybilla,90,1718854370,7115,Republic Of Futuria,949,14288,2469,11576845,44,347,389,9617,1057,1262,0,2312340458
2013002,Mnixos,99,1718876247,8938,Arcadia,166,8642,2376,4943210,24,88,129,3320,851,1145,0,2361192258
2013156,Tahteli,90,1718837112,15046,We Are Rising,410,8682,1981,2036198,22,77,826,4100,436,252,0,377330521
2013170,Tigernos,69,1718860931,44376,Rubber Ducky Pirates,511,1216,137,1264799,21,94,167,0,89,42,0,341544546
2013446,Hoban,75,1718863012,26437,The Pagans,1034,11723,5835,7068053,281,145,1723,11024,266,613,0,6667920818
2013471,Rilakkuma,100,1718860907,8938,Arcadia,175,10992,50,13344617,42,108,1384,11959,1410,2085,0,4710576486
2013532,Muzz-Buzz,60,1718878248,37595,The Corporation,550,2328,623,1247448,0,200,103,1312,303,312,0,63811784
2013652,IronRevenant,57,1718871322,41066,Forbidden Reapers,218,1858,963,1401924,3,10,2,0,14,463,0,386994635
2013744,Mystique-,100,1718867490,13784,WarBirds,1513,21584,7519,34898052,209,1377,3683,69533,2327,2566,0,10462369986
2013771,cdubbs,40,1718877858,17587,Nomads 2.0,170,1364,378,949584,0,233,13,1200,213,66,0,1992628
2013815,AKS-47,40,1718865971,35140,Vault 76,530,10365,3171,2737464,0,19,74,11314,561,317,0,2216927657
2013868,Guru71,86,1718855446,9110,Siege,1311,9474,4429,8648602,204,325,930,2090,183,1780,0,4967738237
2013882,Memphis2Chicago,90,1718857415,27312,SA  Equilibrium,359,4724,4020,3692685,42,181,107,0,308,1668,0,3756931800
2013945,SteamyEamy,100,1718877962,17587,Nomads 2.0,3509,11703,3906,4237186,1108,498,369,20191,467,1193,0,3749062103
2013988,Erbalicous,100,1718851951,8336,Monarch HQ,464,11791,6837,12888135,174,473,4342,107,211,2440,0,9300287602
2014039,Ted_Lasso,100,1718853116,11581,Natural Selection III,836,24697,4713,10207148,84,210,969,41496,1150,1546,0,3033778296
2014128,Aundar,90,1718851488,13851,Nuclear Therapy,46,2118,45,3553469,3,191,831,13913,300,1270,0,2030680397
2014200,Kalisa,100,1718859064,7835,Monarch Mutation,1766,18108,6297,20509368,621,551,2709,21852,886,2169,0,7073596212
2014395,DrillerDave,91,1718877243,27312,SA  Equilibrium,190,4591,25,3146016,6,332,2022,0,24,1236,0,3345777916
2014412,Lord-Sugar,76,1718877600,8836,Vinerri,932,7074,2242,4750574,12,233,429,20110,441,694,0,1488113562
2014473,The_Kid_Salami,97,1718875848,27370,Desert Eagle,290,11860,2725,7396565,7,554,191,14959,1285,1005,0,3252572066
2014583,BootseyPowers,99,1718874270,13502,Dead or Alive,57,6642,4257,4294749,13,66,151,1075,83,966,0,3713232257
2014611,triz0,87,1718871135,8422,Monarch Cupid,484,6666,544,4197521,8,10,353,2746,418,164,0,822304360
2014627,Dookie,100,1718872395,23952,Midnight Plague,1331,13584,5699,9124222,684,405,471,8315,227,1305,0,6256118882
2014651,Mrpink85,95,1718854143,10174,AQUA-Poseidon,1864,11541,4507,3472763,56,179,678,14489,145,400,0,3424577827
2014701,drugstore_sushi,81,1718874360,8384,Savage Plague,595,14642,31,13789201,97,219,2414,17745,1097,2330,0,4103796626
2014756,Bees-Knees,73,1718877156,43699,Bees n Cheese,1325,2937,2220,2642099,34,17,33,427,188,115,0,1640902703
2014763,Steelmann,91,1718844997,8076,Order Through Chaos,578,10331,3458,8947486,21,353,787,296,163,1608,0,3383516074
2014817,Falcon,100,1718875450,3241,JFK,990,15094,6839,13621791,108,876,2502,19161,615,2364,0,9411949243
2014930,Fireballbc,94,1718872873,37530,The Iron Retribution,384,12339,3835,7392821,8,134,123,67567,1655,2240,0,4017751693
2014978,Dbutt65,50,1718872578,10296,Retaliation,696,3349,1912,3448993,33,342,525,3132,498,885,0,1701231185
2014982,Firley,92,1718851764,8076,Order Through Chaos,365,15975,231,7946698,20,51,1397,0,591,2376,0,2754461721
2015029,Giingersnap02,69,1718864635,8715,Midnight X,203,4226,1962,2978143,14,163,161,1550,129,682,0,1229535470
2015134,Zachjuv,100,1718876169,9533,Natural Selection,5854,33768,7398,59670201,3143,2447,7666,35404,939,2478,0,3.871224e+14
2015160,Andrew_616,100,1718867749,6731,The Next Level,2673,33972,5956,44128964,1705,2885,2413,101220,1236,2177,0,8848573826
2015161,Phileas_Fogg,92,1718877399,9420,Sacrifice,771,11479,1662,5498019,17,486,233,19982,1957,312,0,603366537
2015194,Recursive,100,1718873486,21716,The Covenant,578,11343,2660,8288783,91,89,848,9317,350,1558,0,3381835441
2015235,RobbiBobbi,52,1718869035,41067,Houdini,403,2235,776,1936306,7,2,19,250,536,9,0,103134696
2015290,Mogg,85,1718856019,8076,Order Through Chaos,615,4819,1808,8076710,30,65,327,8622,301,876,0,2151267754
2015355,BloodyButterfly,82,1718837185,26043,War Crimes,292,4125,2519,1409901,5,291,115,0,87,1473,0,2269283873
2015394,bubba52763,100,1718875597,13784,WarBirds,3041,15898,5972,18399869,349,228,4631,690,475,1685,0,6769846941
2015424,JimmyWhite,80,1718847539,12094,Nuclear Fusion,338,12757,4158,5722996,11,216,444,148,87,1840,0,4137449504
2015430,Nottsbomber,90,1718854224,8076,Order Through Chaos,246,4113,51,5154004,46,366,206,5251,179,1809,0,4692767756
2015586,Nitschke,68,1718847987,26437,The Pagans,832,9739,3197,5080496,39,149,431,0,564,415,0,1860540742
2015606,Corvette135,60,1718878368,7935,Blue Rock Collective,283,2211,115,6051874,4,4,62,0,116,150,0,967015499
2015624,Tsmalls,78,1718858357,8836,Vinerri,2689,4231,1374,2527815,6,3,37,0,81,193,0,608562583
2015888,DarthBelloq,88,1718862604,40959,EPIC Mafia,625,3748,3318,6724652,130,721,385,840,170,1926,0,4478757225
2015912,Carric,100,1718859378,9100,The Black Hand,1976,18057,5781,13041653,515,917,1357,38942,1312,2053,0,6701852450
2015956,Varesc,87,1718872381,49642,~Frog R3bellioN~,3290,7134,1554,3248933,216,97,232,620,90,450,0,711263105
2015975,The_ManCave,76,1718875888,8606,The Saviors: Sanctuary,1182,4606,971,5136245,58,50,136,628,378,223,0,222639676
2015976,Wildturkey,50,1718874514,46708,The Revenant,219,3282,893,2892560,0,170,17,2054,131,514,0,427087649
2015979,Tranny_Granny,100,1718863924,16040,Winter is Coming,1742,11882,3274,5473646,389,231,2692,1631,321,1466,0,3322441839
2016129,bcla7,100,1718868620,5431,Ghost Ship,1553,17933,4823,11395867,508,477,1986,8023,397,1423,0,4795865376
2016266,Sliceofpi,100,1718867861,9533,Natural Selection,1284,11463,5656,18384881,205,690,8660,11921,542,1831,0,6820636712
2016267,Kylar,100,1718873309,9533,Natural Selection,2900,27965,6653,25528442,1393,1125,10422,14678,684,2263,0,9232425892
2016360,Fisphorus,69,1718842726,7115,Republic Of Futuria,598,6156,2377,3029751,0,62,52,1168,597,256,0,1630039111
2016407,Sabian,50,1718846309,15655,Ravage,107,4165,1618,2974074,2,140,44,5250,108,848,0,1355700655
2016438,Eli_Ironborn,59,1718877789,44865,Clockwork Orange,491,18685,3923,9160747,43,730,37,36366,2203,1127,0,3218090904
2016444,Kingofduelist,21,1718874250,11782,Plague Inc.,161,609,47,662017,0,3,0,0,41,26,0,365898
2016637,Mev,100,1718851225,33007,HAKA,958,11257,5013,10879163,264,43,2767,7822,193,1825,0,6434371324
2016747,AvsFanTRD,46,1718850748,17133,Torn Medical,1,340,312,1284739,0,2,4,0,73,9,0,651588
2016807,_Sephiroth_,49,1718855708,21040,Monarch Vanguard,540,1551,500,1769891,1,279,94,3176,195,348,0,16137424
2016825,Demandred-,99,1718864273,11428,Swiss Squad,1402,9938,2602,11603918,138,363,722,18261,513,1168,0,2446173446
2016827,Greenman,90,1718876165,8938,Arcadia,209,6039,1508,3947114,33,232,377,0,622,1129,0,1595806282
2016858,Rahab,20,1718846828,15046,We Are Rising,762,9373,2779,4652857,264,63,183,259,15,500,0,2244803017
2016943,samuraiporkchop,100,1718846213,11581,Natural Selection III,305,11603,3996,10419183,12,216,1476,18966,527,1753,0,4571842877
2017182,Sniff,50,1718853170,14760,Dopeheads on Mopeds,706,7358,3753,13464048,66,282,681,1288,69,537,0,3407527483
2017876,CrYpTeR,98,1718858848,41028,BLOODLINE,1059,7777,3002,2454906,76,191,351,1000,362,1124,0,2604492300
2018038,VzHixxY,100,1718870319,6799,The Untouchables,146,9337,4742,3570237,29,433,379,15246,238,915,0,4513555121
2018124,Urek,96,1718862658,27223,Little Stompers,1682,9050,4059,9508606,240,347,92,840,41,1467,0,4750692349
2018125,d0ng,99,1718847766,12094,Nuclear Fusion,977,9668,4743,11406155,187,456,881,4438,36,1791,0,5732028031
2018330,304rising,75,1718849697,42055,Dead Fragment,1122,3947,2136,2280470,90,62,383,1303,110,1024,0,1867922056
2018686,Ceril,80,1718866434,9674,IA Hookers & Blow,1129,5510,1925,7135984,6,157,625,9508,334,1125,0,1776203810
2018874,Predator95,79,1718845223,14686,Endless Endeavor,1516,5966,1197,5138789,13,198,161,0,166,410,0,195430553
2018938,Joalzo,70,1718851627,14686,Endless Endeavor,456,3642,1894,2630256,48,30,48,50,220,509,0,1032385704
2019015,arkizreal,35,1718873022,34247,The Saviors: Outpost,282,1206,190,1053406,1,1,6,0,144,177,0,23441942
2019071,p_D,76,1718865834,13665,PT-Penguins,203,4961,1605,7364242,2,184,768,4223,372,805,0,1296907223
2019135,DawgPoop,69,1718847928,8076,Order Through Chaos,161,3155,610,2646176,13,407,98,0,63,423,0,949585231
2019247,LemonRivers,98,1718860967,24106,The Almanac,357,19195,1803,13835566,3,48,0,150,918,772,0,837070514
2019326,Thalamus-Debris,99,1718868214,28073,Shiny Hoard Avian Team,220,6309,4594,13907529,48,88,107,1254,504,1378,0,4426768966
2019401,Mezeman,49,1718875964,22691,Elysium,265,2227,71,1110499,0,1,16,12596,526,133,0,59779465
2019680,Rebel_Virginia,100,1718851263,15644,New Sith Order,2068,21171,4815,24945322,1216,414,1902,495,792,1665,0,5375956152
2019706,_betty_,15,1718871967,9728,Victores Cruenti,2571,3692,1419,1404376,72,12,42,0,6,573,0,710500170
2019770,kkdgs,84,1718878081,21368,Escensio Incursus,392,5391,2427,7096813,5,127,88,0,146,928,0,1661744058
2019938,MELRockz3,99,1718850093,11428,Swiss Squad,503,13736,4475,10379775,38,408,1316,12845,567,1975,0,4769045097
2020009,GFTL,90,1718857635,15644,New Sith Order,721,11519,3439,13011150,194,260,187,2930,109,609,0,2220833746
2020041,eddyforty,31,1718859902,47830,The Disgruntled Few,9,993,22,236139,0,0,1,7942,294,152,0,449593
2020501,PepperLove,83,1718855479,22680,39th Street Chillers,18,7036,1993,10641197,1,631,96,10000,635,553,0,821280952
2021052,Shini_Gami,35,1718868158,16079,Halos Rise,195,1743,60,1694191,2,8,19,1500,133,121,0,775234
2021133,AwesomePotato,60,1718877572,48633,Tokyo Syndicate,1140,1780,569,2664747,35,129,14,1201,109,198,0,192816563
2021235,NutButter,87,1718875589,20747,Damage Inc,217,4202,56,6709798,13,455,1885,9500,719,993,0,2210340404
2021373,Sober,100,1718843801,19,39th Street Killers,746,22489,5313,13555820,23,570,1642,5600,795,2020,0,5577068315
2021421,KubbidyB,58,1718878437,44758,NPO - Prosperity,1361,2303,860,5018493,129,68,149,1171,51,389,0,146653822
2021435,EbahGotConf,36,1718856600,27370,Desert Eagle,2,1029,172,610331,0,7,55,369,276,68,0,1223372
2021562,CarneyMan,79,1718853352,8944,Ambulance Chasers,822,3653,631,4825142,102,21,290,7478,242,432,0,728824435
2022189,NAXAR,29,1718856498,34623,Viking Emus,0,535,79,792783,0,11,0,307,81,199,0,5117476
202258,piney,100,1718860553,9533,Natural Selection,1141,25992,11412,28174549,159,846,5436,53748,1000,4258,0,16417856852
2022891,Cyberdyne_Sys,89,1718875146,22680,39th Street Chillers,70,4810,2647,6697874,0,113,134,0,561,895,0,1898613630
2023001,GrimReefer666,38,1718846046,16247,Capacity X,350,674,379,1264113,1,87,226,890,27,186,0,10478856
2023155,Dickbutt69,91,1718876563,10140,In Memory of the Fallen,294,7925,2082,5681333,76,96,287,19432,593,954,0,2305509292
2023175,-Cahaya-,100,1718875170,478,PT-ShadowRazers,1135,14829,4620,14804577,14,18,131,11051,536,1149,0,4266862828
2023351,MisterReco,70,1718872972,9420,Sacrifice,175,2026,660,2264763,5,180,24,0,69,105,0,25727516
2023934,HADDINE,89,1718849835,36891,FLATLINE,468,7628,2999,5922923,58,574,991,2648,172,1303,0,3106693178
2024102,_Lee,95,1718865446,6799,The Untouchables,192,8372,3974,3705596,11,41,54,0,184,564,0,3772059865
2024178,KingBaby,100,1718862421,6731,The Next Level,997,31879,3192,13090139,65,569,1433,58975,834,1588,0,2091527329
2024247,Viconator,30,1718848987,28073,Shiny Hoard Avian Team,154,2666,1070,1100311,0,146,7,0,13,29,0,89310913
2024404,Evil_Cranes,94,1718876323,8085,Nuclear Blast,493,6611,4169,2798472,27,49,12,18365,407,1535,0,4064990962
2024524,Bradshaw,100,1718878069,22295,Aquarius,2775,13176,3046,10455030,172,456,3889,1000,195,1309,0,3096279788
2024657,LucyCrow,89,1718874518,37537,WTF Ducks,87,5459,2371,2410480,10,44,76,2957,416,143,0,2221250902
2024732,Razuvious,62,1718849341,8706,Carbon,1441,11310,5267,12336200,84,356,450,743,267,1121,0,5325287364
2025055,Vizamar,48,1718842558,21716,The Covenant,181,6576,275,2131004,10,14,3,0,1105,208,0,945461559
2025184,Piplup,16,1718874341,28073,Shiny Hoard Avian Team,612,2547,186,1399865,6,21,8,0,74,259,0,49971836
2025468,rabonnobar,99,1718865095,15644,New Sith Order,534,7056,2980,3923294,110,1716,1433,0,95,1334,0,3663010293
2025478,None_selected,88,1718849209,20941,HK GUN CLUB,1824,5445,3337,5029563,62,294,365,0,79,1045,0,2541170785
202551,Elazar,90,1718877021,22781,The Wolverines,343,9832,550,5103653,13,189,582,4792,1165,778,0,3189020791
2025523,tiger-claw,59,1718875340,13851,Nuclear Therapy,99,1711,943,1374917,0,192,112,0,76,187,0,212821061
2025548,Saniax,98,1718878349,22295,Aquarius,2567,9956,2733,5592166,877,71,1993,37339,615,1004,0,1871478772
2025932,Jeeeves,61,1718878458,22295,Aquarius,43,2196,887,2511798,4,69,0,513,236,541,0,336807306
2025939,Wadertx,100,1718858568,16628,Chain Reaction,1176,27325,6457,33534496,18,2454,12558,45812,1454,2049,0,8717759846
2025941,Bushturkey,50,1718876191,8537,NNGO,17,1985,142,1653749,0,88,1,4161,274,82,0,43523356
2026278,Birdie01,30,1718876431,14821,JFK - Future Killers,154,941,159,1463236,0,49,37,0,25,56,0,1205642
2026431,Zuriel84,30,1718864383,40039,Black & White,323,1542,117,1813958,0,61,11,2385,243,71,0,1143440
2026790,Tarick,50,1718846965,7935,Blue Rock Collective,300,2174,593,2411755,10,25,34,0,63,400,0,89638841
2026909,Vybz_Kartel,100,1718858913,8336,Monarch HQ,326,15911,6234,14273851,29,206,3035,31855,1401,2139,0,8173874285
2027046,CT-7567,77,1718876765,10566,The Rifle Company,2483,10560,1367,8594302,27,267,109,11840,551,296,0,208737964
2027090,Yischu,50,1718878218,7282,Luscious Dreams,1361,2469,732,8363061,16,184,282,106,176,247,0,30718206
2027195,JonnieSnow,100,1718853149,11581,Natural Selection III,333,9917,5240,12646982,87,433,1232,16979,731,1926,0,6548087201
2027290,RichardBison,96,1718877100,7049,39th Street Healers,176,6605,95,7947933,50,25,202,1968,1240,619,0,1860441475
2027331,StealthN,96,1718870388,13665,PT-Penguins,967,14491,3582,12839643,245,56,1414,4519,2041,2202,0,4606935384
2027931,BotaJ,100,1718864379,13665,PT-Penguins,456,16007,3848,16392668,43,356,972,18332,1275,1135,0,3989263657
2027992,Hamr,100,1718877450,8867,Monarch Chrysalis,765,12369,6395,23005167,178,628,1666,15759,332,2221,0,8655265570
2028034,Blin,90,1718837380,48188,KITA,272,7564,3222,6526762,48,9,28,24730,790,984,0,3945333589
2028061,One_Eighty_Two,90,1718860269,15644,New Sith Order,948,12382,2668,5487913,216,267,1411,800,1150,1662,0,3118980246
2028160,--CHaRLiE--,79,1718852424,7935,Blue Rock Collective,959,3060,1411,4558168,48,497,461,5087,209,577,0,1062639261
2028573,Alphebia,100,1718877951,13502,Dead or Alive,977,13103,3318,4282095,106,284,1367,9000,581,1121,0,2724993074
2028708,winY,100,1718873149,7835,Monarch Mutation,292,10905,5352,12224293,0,316,144,0,261,1118,0,5162653724
2029117,xtrevorx187x,99,1718850785,9100,The Black Hand,789,9891,3714,4722017,75,219,1224,24239,285,1545,0,3921245340
2029296,Miezip,97,1718877673,8500,Extinction,261,7560,1831,4547806,15,443,504,12606,352,1089,0,1330819230
2029408,OddPotato,60,1718866940,22492,Dystopia,566,4818,1833,4284924,25,38,20,18,312,479,0,920967065
2029457,LordSwish,79,1718875282,7227,The Collective JTF,283,4876,2269,2536005,1,40,309,1641,228,45,0,1259351469
2029519,JDWV,89,1718853987,7049,39th Street Healers,1101,10586,2314,12108628,106,1078,705,29573,716,748,0,1167494352
2029635,Shadowwarrior16,39,1718873656,27554,Spawtans,341,2448,1058,2408482,2,497,67,666,279,178,0,23881952
2029878,Branson,54,1718865033,48689,InGen,606,1652,2009,1265079,1,362,0,1250,57,59,0,839151063
2029956,Tactical_Santa,92,1718868767,525,Ministry of Mayhem,953,5661,3520,11696144,311,802,197,28243,395,566,0,3282518465
2030140,_RAVEN_,100,1718868264,8336,Monarch HQ,762,17414,6257,18977626,49,2302,7786,62980,968,2560,0,9305304501
2030168,Closeup93,35,1718877555,17250,Dog Tags,1529,8314,1728,7476221,53,21,407,21103,1921,508,0,750256589
2030551,Lure_,86,1718844835,39788,Cerberus,1192,4776,1544,11049314,124,8,31,10512,445,819,0,1557768970
2030763,ledo,100,1718876518,9100,The Black Hand,1169,25379,4127,12621684,184,238,1562,50203,1979,2400,0,4469312170
2031063,GreatBrian,97,1718878482,38847,Vigilantes,3351,9943,2775,6279102,347,380,1165,32050,520,1035,0,2194935753
2031080,SitLux,100,1718853238,14365,JFK 2.1,900,14779,4035,7702497,117,148,423,4782,558,1281,0,3734882623
2031103,Jetaver,35,1718870763,7652,Alley Cats,122,488,226,1551775,0,21,29,0,152,261,0,825365
2031258,Bella-De-Borja,100,1718868625,27370,Desert Eagle,812,11219,5824,12858984,158,159,395,128,571,2111,0,6518290456
2031267,eddd,16,1718849666,21526,NS Bomb Shelter,22,1038,27,2100632,0,1,47,5920,82,0,0,144828800
2031301,Icydraft,100,1718872763,8706,Carbon,1642,16274,6507,35547456,274,476,3638,44717,1161,2535,0,8881323746
2031385,Purebreaddoge,100,1718869288,47924,The Guild,7243,23145,3251,16387082,473,289,327,327,765,432,0,1460693725
2031389,Cheezit,60,1718858071,937,Sport Club,356,1390,1600,2489445,6,105,81,0,28,525,0,845037987
2031553,Rourke,65,1718852615,46708,The Revenant,295,2607,1024,1971491,10,154,25,1005,207,429,0,384512059
2031667,Thornake,100,1718853216,22680,39th Street Chillers,60,15795,4684,4537452,2,563,527,15096,1326,1882,0,4913354203
2031698,Tamale-Loco,84,1718842659,23193,Materia,355,7657,2935,3660295,14,88,125,10094,465,1692,0,2822502247
2031710,Omicron,100,1718842298,8384,Savage Plague,661,8625,5734,16172608,146,659,703,10892,54,2058,0,6681400523
2031870,Killik,50,1718867079,9745,Emergency Room,134,3246,0,7170783,2,63,384,15963,616,627,0,1183671181
2031904,Gandalf,80,1718856395,9728,Victores Cruenti,925,6932,1491,6642355,44,217,383,8710,202,391,0,876112671
2031913,IDrayton,75,1718878189,44865,Clockwork Orange,1010,8899,2315,5347112,119,495,304,14720,704,661,0,1451008061
2032002,_Wikid_,93,1718867994,8422,Monarch Cupid,114,6540,1110,4895877,2,316,689,1644,278,564,0,1641139361
2032116,celina,94,1718866832,8706,Carbon,66,18214,7439,26869192,8,708,9246,96874,1645,2586,0,9866656190
2032117,Indent,100,1718866255,14365,JFK 2.1,415,14347,6103,13647030,116,1742,1377,23566,577,2511,0,8884352829
2032200,Eskil,82,1718866769,15222,Dark Arts,268,3019,1769,3632995,5,17,65,3069,328,654,0,1529111668
2032405,silverfang492,27,1718860760,15083,Leeches,111,365,179,387692,0,27,0,0,51,124,0,498891
2032548,George_Clinton,92,1718872864,39756,Abusement Park,401,7370,532,5660141,38,108,438,14326,811,350,0,798317186
2032555,jonthegray,89,1718848408,12893,Darkside,287,8685,1723,8952748,8,293,340,2226,268,980,0,1900459780
2032711,DarkCoder,73,1718853155,25025,DP Warriors,366,4621,1356,2628807,42,1131,123,0,278,91,0,131680349
2032911,SilentAngel-,90,1718874842,16247,Capacity X,3116,14824,4919,4629454,181,728,656,100,327,1048,0,3579922619
203313,Archdemon,65,1718852615,47760,Ninjas In Rehab,70,737,1152,391536,2,134,18,0,5,2222,0,2361855465
2033238,Bandit,100,1718868398,8989,JUX HQ,1433,16013,5004,20146157,173,653,2890,3707,295,987,0,4991996912
2033736,JessicaBeep,73,1718874557,8989,JUX HQ,3,1672,2223,1557299,20,87,500,8606,343,1034,0,2521945724
2033812,berka86,80,1718856075,7282,Luscious Dreams,304,4100,224,3732272,16,29,22,0,516,167,0,656028033
2033986,Stitch_Yew_Up,15,1718869740,16057,Glory to Heroes,373,1584,600,1701086,2,48,142,0,104,125,0,137771333
2034083,prof_Ninja_PT,35,1718878335,49488,SHINRA INC.,330,1632,158,1579108,0,4,10,0,217,309,0,14362172
2034431,wap,100,1718872367,366,Evolution,582,8506,5935,12719743,74,35,4972,500,370,2018,0,7613332787
2034460,CrazyCooter,91,1718849160,6974,Onion Smugglers,278,7172,2247,3625694,21,112,485,6360,344,598,0,1494646299
2034520,ncmtnman,90,1718860510,20881,.AMOEBA.,959,4889,1423,5748116,120,33,113,7455,362,468,0,1856624810
2034593,xxPinheadxx,94,1718860432,20747,Damage Inc,595,6473,34,9352712,285,142,385,11628,317,1863,0,4424364318
2034816,JheronimusBosch,100,1718875333,10820,Lithium,528,10994,3775,14793045,19,317,623,11055,274,1478,0,4546165211
2034839,Vaalid,45,1718856741,13421,Wild Guardians,46,1971,41,1142202,0,1,0,100,274,14,0,51943263
2034939,Insi,100,1718873886,8706,Carbon,850,9565,5718,18043242,310,283,2108,26300,492,2209,0,7643797528
2034945,Darkemann,100,1718874633,13502,Dead or Alive,726,13704,3936,10202151,144,276,317,16446,637,1483,0,3565718615
2035028,Kamikaze-Tool,100,1718848931,8938,Arcadia,817,17243,5121,36162473,497,324,2119,37007,1793,1852,0,5364562134
2035104,xlemmingx,94,1718866831,12094,Nuclear Fusion,342,7363,3307,7278691,64,374,292,9668,697,1209,0,3277432490
2035318,Madz,99,1718872408,9524,HT-Fenris,2214,12831,3168,7761375,93,86,601,11850,914,1278,0,2895959978
2035470,Jackal,15,1718870466,24106,The Almanac,1879,18771,5190,11456037,146,319,189,10450,1137,1773,0,5786898049
2035605,HellbillyMadman,93,1718861377,30820,Wolverines Gone Wild,641,8754,1674,8579850,35,216,4616,20882,346,800,0,1256323761
2036317,JackScott,100,1718877706,13502,Dead or Alive,295,9263,2390,25031918,15,87,1138,4332,187,1007,0,3320608584
2036373,slammy,100,1718873619,2013,Subversive  Alliance,54,22758,4108,7779332,14,1507,11098,109167,1471,2146,0,5169206592
